name,fuel,seller_type,transmission,owner
Maruti Wagon R LXI CNG,CNG,Individual,Manual,Second Owner
Volkswagen Polo Diesel Trendline 1.2L,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Eeco 5 Seater AC BSIV,Petrol,Dealer,Manual,First Owner
Hyundai Verna SX,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,Diesel,Individual,Manual,First Owner
Maruti SX4 Celebration Petrol,Petrol,Individual,Manual,Second Owner
Hyundai i20 Active S Diesel,Diesel,Dealer,Manual,First Owner
Maruti Alto 800 LXI,Petrol,Dealer,Manual,First Owner
Honda Amaze V CVT Petrol BSIV,Petrol,Dealer,Automatic,First Owner
Maruti Ciaz ZXi,Petrol,Dealer,Manual,First Owner
Hyundai i20 Active SX Petrol,Petrol,Dealer,Manual,First Owner
Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
Nissan Terrano XL 85 PS,Diesel,Dealer,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,Petrol,Dealer,Manual,First Owner
Mahindra Bolero B6,Diesel,Dealer,Manual,First Owner
BMW X1 sDrive 20d xLine,Diesel,Individual,Automatic,First Owner
Mahindra Scorpio SLE BS IV,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire 1.2 Vxi BSIV,Petrol,Dealer,Manual,Second Owner
Maruti Ertiga ZXI,Petrol,Dealer,Manual,First Owner
Maruti Alto LX,Petrol,Dealer,Manual,First Owner
Maruti Swift ZDI Plus,Diesel,Dealer,Manual,Second Owner
Maruti Alto LX,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BSIII,Petrol,Individual,Manual,Second Owner
Chevrolet Tavera Neo 2 LT L 9 Str,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aura Plus 1.3 Quadrajet,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL Plus,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire Vdi BSIV,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Wagon R VXI BSIII,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus SLX,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,Diesel,Individual,Manual,First Owner
Maruti Zen LXI,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Second Owner
Hyundai EON D Lite Plus,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Magna,Petrol,Individual,Manual,Third Owner
Tata Tigor 1.2 Revotron XT,Petrol,Individual,Manual,First Owner
Maruti SX4 Celebration Diesel,Diesel,Individual,Manual,First Owner
Volkswagen Polo Diesel Comfortline 1.2L,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,Petrol,Individual,Manual,Third Owner
Maruti Alto LX BSIII,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,Petrol,Individual,Manual,Second Owner
Maruti Gypsy King Hard Top,Petrol,Individual,Manual,Fourth & Above Owner
Renault Duster 85PS Diesel RxL,Diesel,Individual,Manual,Second Owner
Tata Manza Club Class Quadrajet90 VX,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi,Diesel,Individual,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,Diesel,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,Diesel,Individual,Manual,First Owner
Maruti Swift VDI,Diesel,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
Hyundai Verna CRDi,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,Petrol,Individual,Manual,First Owner
Maruti Baleno Zeta,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Deca,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz 1.1L,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Asta,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Diesel,Individual,Manual,Second Owner
Maruti Ignis 1.2 AMT Delta BSIV,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing GL Plus,Petrol,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus LX,Diesel,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,Diesel,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna 1.2 iTech SE,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo 1.1 VXI BSIII,Petrol,Individual,Manual,Second Owner
Maruti A-Star Vxi,Petrol,Individual,Manual,Third Owner
Mahindra KUV 100 mFALCON D75 K6,Diesel,Individual,Manual,First Owner
Tata Nano Cx BSIV,Petrol,Individual,Manual,Second Owner
Mahindra Xylo D4,Diesel,Individual,Manual,First Owner
Tata Nano Lx,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD BSIII,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra TUV 300 T4,Diesel,Individual,Manual,First Owner
Tata Safari Storme VX Varicor 400,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,Petrol,Individual,Manual,Second Owner
Maruti Baleno Delta Automatic,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,Third Owner
Chevrolet Spark 1.0 LT,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,Diesel,Individual,Manual,First Owner
Maruti Alto LX,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza VDi,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,Diesel,Individual,Manual,Third Owner
Tata Indica Vista TDI LS,Diesel,Dealer,Manual,First Owner
Tata Indica Vista TDI LS,Diesel,Dealer,Manual,Second Owner
Maruti Alto LXi,Petrol,Dealer,Manual,Second Owner
Hyundai i20 Active S Petrol,Petrol,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,Diesel,Dealer,Manual,First Owner
Tata Indica Vista Terra Quadrajet 1.3L,Diesel,Individual,Manual,Third Owner
Nissan Sunny XL,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX VTVT (O),Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Style Limited Edition,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo 1.4 LS,Petrol,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,Diesel,Dealer,Manual,First Owner
Chevrolet Beat PS,Petrol,Individual,Manual,First Owner
Chevrolet Beat PS,Petrol,Individual,Manual,First Owner
Honda Amaze S i-Dtech,Diesel,Dealer,Manual,First Owner
Honda City E,Petrol,Dealer,Manual,First Owner
Maruti Swift VXI BSIII,Petrol,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,Diesel,Dealer,Manual,First Owner
Maruti Wagon R VXI Minor ABS,Petrol,Individual,Manual,First Owner
Maruti Omni BSIII 8-STR W/ IMMOBILISER,Petrol,Individual,Manual,Second Owner
Maruti Esteem Vxi - BSIII,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
Mahindra Xylo H4 ABS,Diesel,Individual,Manual,First Owner
Datsun GO Plus T Option BSIV,Petrol,Individual,Manual,Second Owner
Hyundai Elantra CRDi (Leather Option),Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,Diesel,Individual,Manual,First Owner
Toyota Corolla Altis D-4D J,Diesel,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Era,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet,Diesel,Individual,Manual,Second Owner
Hyundai Verna XXi (Petrol),Petrol,Individual,Manual,Second Owner
Nissan Sunny Diesel XV,Diesel,Individual,Manual,First Owner
Datsun RediGO T Option,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX,Petrol,Individual,Manual,Second Owner
Tata Indigo LS,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XK (Non-AC),Petrol,Individual,Manual,First Owner
Volkswagen Passat 1.8 TSI MT,Petrol,Individual,Manual,Second Owner
Toyota Etios GD,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner
Ford Figo Diesel LXI,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,Petrol,Dealer,Manual,First Owner
Toyota Corolla Executive (HE),Petrol,Dealer,Manual,First Owner
Ford Freestyle Titanium Diesel BSIV,Diesel,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.1L,Petrol,Dealer,Manual,First Owner
Maruti Ignis 1.2 Zeta BSIV,Petrol,Individual,Manual,First Owner
Toyota Etios V,Petrol,Dealer,Manual,First Owner
Maruti Celerio VXI AT,Petrol,Dealer,Automatic,Second Owner
Toyota Etios Liva 1.2 G,Petrol,Dealer,Manual,Second Owner
Toyota Corolla H6,Petrol,Dealer,Manual,Second Owner
Renault Duster RXL AWD,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 1.5 TDI Trendline,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 1.5 TDI Comfortline,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel EXI,Diesel,Dealer,Manual,Second Owner
Honda Jazz VX CVT,Petrol,Dealer,Automatic,First Owner
Maruti Swift Dzire Tour LDI,Diesel,Dealer,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,Diesel,Individual,Manual,First Owner
Maruti 800 Std MPFi,Petrol,Individual,Manual,First Owner
Maruti 800 AC,Petrol,Individual,Manual,Second Owner
Tata Zest Quadrajet 1.3 75PS XE,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI SX Option,Diesel,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class E250 CDI Blue Efficiency,Diesel,Individual,Automatic,First Owner
Toyota Etios 1.4 VXD,Diesel,Individual,Manual,First Owner
Toyota Fortuner 2.8 2WD AT BSIV,Diesel,Individual,Automatic,First Owner
Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
Mahindra Quanto C6,Diesel,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Highline,Diesel,Dealer,Manual,First Owner
Maruti Ciaz ZDi,Diesel,Dealer,Manual,Second Owner
Volkswagen Ameo 1.5 TDI Comfortline,Diesel,Individual,Manual,First Owner
Tata Nano CX SE,Petrol,Individual,Manual,Third Owner
Tata Manza Aura Quadrajet,Diesel,Individual,Manual,Third Owner
Maruti Omni E 8 Str STD,Petrol,Individual,Manual,Fourth & Above Owner
Honda City 1.5 EXI,Petrol,Individual,Manual,Second Owner
Volkswagen Polo Diesel Comfortline 1.2L,Diesel,Individual,Manual,Second Owner
Chevrolet Optra 1.6 LS,Petrol,Individual,Manual,Second Owner
Mahindra TUV 300 T10,Diesel,Individual,Manual,First Owner
Mahindra Alturas G4 4X2 AT BSIV,Diesel,Individual,Automatic,First Owner
Maruti Zen Estilo LX BSIII,Petrol,Individual,Manual,Second Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,Diesel,Individual,Manual,Second Owner
Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
Tata Indica LXI,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Diesel,Individual,Manual,Second Owner
Maruti Ritz VDi,Diesel,Individual,Manual,Second Owner
Tata Sumo Gold EX,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT BSIV,Diesel,Individual,Manual,First Owner
Mahindra Quanto C6,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX Minor,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra Bolero DI DX 7 Seater,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI Optional,Petrol,Individual,Manual,Second Owner
Tata Sumo Victa CX 7/9 Str BSII,Diesel,Individual,Manual,Second Owner
Maruti Alto LX BSIII,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Aqua TDI BSIII,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio M2DI,Diesel,Individual,Manual,Second Owner
Skoda Superb Elegance 2.0 TDI CR AT,Diesel,Individual,Automatic,Second Owner
Maruti Swift VXI,Petrol,Individual,Manual,First Owner
Jeep Compass 2.0 Longitude Option BSIV,Diesel,Individual,Manual,First Owner
Tata Indica DL,Diesel,Individual,Manual,Second Owner
Ford Fiesta 1.6 ZXi Leather,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,Diesel,Individual,Manual,Second Owner
Ford Fiesta 1.6 ZXi Leather,Petrol,Individual,Manual,First Owner
Skoda Superb Elegance 2.0 TDI CR AT,Diesel,Individual,Automatic,Second Owner
Maruti Ertiga VDI,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,Diesel,Individual,Manual,First Owner
Mahindra Scorpio EX,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XL AT eRLX Euro III,Petrol,Individual,Automatic,Third Owner
Mahindra Thar DI 4X4 PS,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Magna BSIV,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,Diesel,Individual,Manual,First Owner
Ford Fiesta 1.4 Duratec ZXI,Petrol,Individual,Manual,Third Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.4 CRDi,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire LXI,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV with ABS,Petrol,Individual,Manual,Third Owner
Maruti Alto LX,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
Maruti A-Star Vxi,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),Diesel,Individual,Manual,Second Owner
Maruti Alto LX,Petrol,Individual,Manual,Second Owner
Maruti 800 EX,Petrol,Individual,Manual,First Owner
Renault KWID Climber 1.0 AMT,Petrol,Individual,Automatic,First Owner
Mahindra Bolero Power Plus SLE,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 VTVT S,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI LPG BSIV,LPG,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,Diesel,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,Diesel,Individual,Manual,First Owner
Maruti Zen LXi - BS III,Petrol,Dealer,Manual,First Owner
Maruti Alto LXi BSIII,Petrol,Dealer,Manual,First Owner
Honda City i DTEC SV,Diesel,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,Diesel,Individual,Manual,Third Owner
Maruti Wagon R VXI BSIII,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,Petrol,Individual,Manual,Second Owner
Honda Civic 1.8 (E) MT,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo 1.1 LXI BSIII,Petrol,Individual,Manual,Third Owner
Honda City 1.5 V MT,Petrol,Individual,Manual,Second Owner
Tata Manza ELAN Quadrajet BS IV,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,Diesel,Individual,Manual,Second Owner
Mahindra Xylo E4 ABS BS IV,Diesel,Individual,Manual,First Owner
Renault KWID RXL,Petrol,Individual,Manual,First Owner
Honda WR-V i-DTEC VX,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire ZDI,Diesel,Individual,Manual,Second Owner
Nissan Terrano XL 110 PS,Diesel,Individual,Manual,First Owner
Maruti Ciaz VDi Plus,Diesel,Individual,Manual,Second Owner
Honda Amaze S CVT Petrol,Petrol,Individual,Automatic,First Owner
Honda Brio S MT,Petrol,Individual,Manual,Third Owner
Maruti Esteem Lxi,Petrol,Individual,Manual,Second Owner
Toyota Corolla Altis Diesel D4DGL,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aura 1.2 Safire,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLE,Diesel,Individual,Manual,Second Owner
Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner
Hyundai Elite i20 Asta Option CVT BSIV,Petrol,Individual,Automatic,First Owner
Maruti Ritz VDi,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,Petrol,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.4 E Plus,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 E i DTEC,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet VX,Diesel,Individual,Manual,First Owner
Tata Aria Pure LX 4x2,Diesel,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,Diesel,Dealer,Manual,First Owner
Ford Freestyle Trend Petrol BSIV,Petrol,Individual,Manual,First Owner
Mahindra Jeep MM 775 XDB,Diesel,Individual,Manual,Second Owner
Maruti 800 AC BSIII,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 CRDi Magna,Diesel,Dealer,Manual,First Owner
Maruti Zen Estilo LX BSIV,Petrol,Individual,Manual,Third Owner
Maruti Ertiga SHVS VDI,Diesel,Individual,Manual,First Owner
Mahindra Scorpio SLE BSIII,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Diesel,Individual,Manual,Second Owner
Maruti 800 DX,Petrol,Individual,Manual,First Owner
Honda City 1.5 GXI,Petrol,Individual,Manual,Second Owner
Honda CR-V Diesel 4WD,Diesel,Individual,Automatic,First Owner
Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Individual,Automatic,First Owner
Maruti Ertiga BSIV VXI AT,Petrol,Individual,Automatic,First Owner
Volkswagen Polo 1.0 TSI Highline Plus,Petrol,Individual,Manual,First Owner
Audi A4 35 TDI Premium,Diesel,Individual,Automatic,Third Owner
Hyundai Xcent 1.1 CRDi SX,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX VTVT,Petrol,Individual,Manual,First Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Diesel,Individual,Manual,First Owner
Skoda Superb Elegance 2.0 TDI CR AT,Diesel,Individual,Automatic,First Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium,Petrol,Individual,Manual,Second Owner
Jaguar XF 3.0 Litre S Premium Luxury,Diesel,Individual,Automatic,Second Owner
Maruti Zen Estilo VXI BSIII,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,Petrol,Individual,Manual,First Owner
Hyundai Accent Executive,Petrol,Individual,Manual,Third Owner
Toyota Innova 2.5 E 8 STR,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,Petrol,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Asta,Diesel,Individual,Manual,Second Owner
Nissan Micra XL CVT,Petrol,Individual,Automatic,Second Owner
Mahindra Scorpio VLX AT 2WD BSIII,Diesel,Individual,Automatic,Third Owner
Toyota Corolla AE,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 Nios Sportz,Petrol,Individual,Manual,First Owner
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,Petrol,Individual,Manual,Second Owner
Maruti Baleno Delta 1.2,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Nios AMT Magna,Petrol,Individual,Automatic,First Owner
Tata Indica DLS,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai Verna 1.6 VTVT S,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna LPG,LPG,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT S,Petrol,Individual,Manual,First Owner
Tata Manza Aqua Quadrajet BS IV,Diesel,Individual,Manual,First Owner
Hyundai i10 Era 1.1,Petrol,Individual,Manual,Third Owner
Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner
Mahindra Bolero DI,Diesel,Individual,Manual,First Owner
Toyota Fortuner 2.8 2WD AT BSIV,Diesel,Individual,Automatic,First Owner
Chevrolet Spark 1.0 LS,Petrol,Individual,Manual,Third Owner
Hyundai i10 Magna 1.1,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai i20 Asta 1.4 CRDi,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX BSIII,Petrol,Individual,Manual,Fourth & Above Owner
Maruti 800 AC,Petrol,Individual,Manual,Second Owner
Toyota Etios Cross 1.4L GD,Diesel,Individual,Manual,Second Owner
Renault KWID RXT BSIV,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,First Owner
Daewoo Matiz SD,Petrol,Individual,Manual,First Owner
Toyota Etios GD,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Titanium,Diesel,Individual,Manual,Second Owner
Tata Hexa XT,Diesel,Individual,Manual,First Owner
Toyota Etios Cross 1.4L GD,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W8 4WD,Diesel,Individual,Manual,Second Owner
Honda Jazz V,Petrol,Individual,Manual,First Owner
Maruti A-Star Lxi,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,Diesel,Individual,Manual,Second Owner
Hyundai Verna VTVT 1.6 AT SX Option,Petrol,Individual,Automatic,First Owner
Tata Manza Aura Quadrajet BS IV,Diesel,Individual,Manual,Second Owner
Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
